Tweet_count,Username,Location,Created At,Likes,Text
1697,Rutu's CSK,,Thu Dec 05 01:03:18 +0000 2024,3,@ralphjrgives My Motivation is Never give up that easily.
1698,CSK Love ❤️,,Tue Dec 03 07:48:55 +0000 2024,2,"This Tweet has got very less likes atleast it should be more than 10k likes 
CSK Nation please like and retweet this video plz 💛💛 !!"
1699,CSK,United Kingdom,Tue Dec 03 16:23:58 +0000 2024,8,"$BTC
This what people are panicking over? Price dropped just over half a percent from the news &amp; has already recovered the 'dump' &amp; rallied way back above it. PTSD got you guys good https://t.co/vqyOpC2gpw"
1700,CSK,United Kingdom,Wed Dec 04 00:05:45 +0000 2024,22,18 months forging a top tier trading community. Proud of everyone involved. Time flies https://t.co/Njid5mlgpU
1701,Rajesh Tweets,,Tue Dec 03 02:36:20 +0000 2024,16,"Which is the Dangerous opening Pair in IPL 2025?

CSK - Ruturaj -Conway
RCB - Virat Kohli - Phil salt 
MI - Rohit - Ryan Rickelton
SRH - Head - Abishek 
DC - Rahul - Jake Fraser
PBKS - Prabhsimran Singh - Priyansh Arya
GT- Gill - Butler 
KKR - Naraine - De kock
LSG - Rishabh pant"
1702,CSK,United Kingdom,Wed Dec 04 11:25:53 +0000 2024,4,@LevelHedge @ColdBloodShill @Pentosh1 @ShardiB2 @Bluntz_Capital @crypto_linn @blknoiz06 Great thread LH. Appreciate the mention 🤝
1703,G 🤯,Hell (India 2014-current),Tue Dec 03 18:37:09 +0000 2024,6,"Punjab Blood Index: count of former PBKS players in each IPL squad. 
DC - 6
GT - 5
CSK, LSG, RCB, SRH - 4
KKR - 3
MI, RR - 1"
1704,Rutu's CSK,,Tue Dec 03 17:45:56 +0000 2024,4,"@guy_ninja1 They don't about anything,they just know that's all"
1705,Rutu's CSK,,Tue Dec 03 06:06:42 +0000 2024,2,@Revathi0119 Butterfly is the only non harmful animal in this world
1706,Rutu's CSK,,Wed Dec 04 17:53:51 +0000 2024,2,"@Kxkashi00_ He pack the gifts are in the sacks , I think, Santa is real ?"
1707,r.· ͙,fictional world 💌,Wed Dec 04 08:24:17 +0000 2024,7,you were in csk till 2020 but ya whatever makes you relevant
1708,Beast,,Tue Dec 03 12:00:53 +0000 2024,50,@CricCrazyJohns CSK blood 🔥
1709,sarandeep,,Tue Dec 03 10:59:03 +0000 2024,6,"Why are you asleep now🤡
Why no post for prabhsimran?
Because he didn't Play for csk/mi/rcb ?
@mufaddal_vohra @CricCrazyJohns"
1710,CSK,United Kingdom,Tue Dec 03 00:54:07 +0000 2024,32,&amp; you think that $SOL isn't going to hit 4 figs
1711,𝔻𝕊ℙ(चलो गाड़ी में बैठो),,Mon Dec 02 17:22:40 +0000 2024,38,Seeing a lot of CSK fans getting rattled by Yash Dayal's Instagram Story. Where were you guys when Tushar Deshpande put a story to troll RCB? Ambati Rayudu openly trolled RCB and Kohli on live TV?
1712,Rutu's CSK,,Wed Dec 04 16:31:26 +0000 2024,2,@__BloodyPsycho Yeah honey never spoils
1713,Rutu's CSK,,Tue Dec 03 06:13:26 +0000 2024,2,@MrReh09 My favourite actor is Thalapathy Vijay
1714,ராவணன்,"chennai , TamilNadu",Wed Dec 04 19:09:11 +0000 2024,37,@HustlerCSK Another Underrated 💎 of #CSK https://t.co/39CpZFmxoi
1715,janasena csk,,Wed Dec 04 14:24:08 +0000 2024,21,@Karthik_tonu @JanaSenaParty Fox Troll https://t.co/r71Mq9AP4L
1716,Rutu's CSK,,Mon Dec 02 17:45:34 +0000 2024,2,"@LifeSaysX Yes I agree , X is a addiction"
1717,Rutu's CSK,,Tue Dec 03 05:55:37 +0000 2024,2,@Thelifedoes Elon Musk unfollowed Tiffany Fong ? Who's that ?
1718,Rutu's CSK,,Tue Dec 03 06:27:34 +0000 2024,2,@R3troXavv_ Any song that suit with my life
1719,Rutu's CSK,,Tue Dec 03 07:12:59 +0000 2024,2,"@CloudxRaven Apple right , we all love it"
1720,CERT-In,"New Delhi, India",Wed Dec 04 14:39:17 +0000 2024,10,"CERT-In is observing 'Cyber Jaagrookta Diwas'on 04 December 2024 to create awareness and sensitize Internet users on safeguarding against cyber frauds and cyber crimes #CyberJagrooktaDiwas #CJD #IndianCERT #CyberSwachhtaKendra #CSK
@GoI_MeitY @_DigitalIndia @Cyberdost #cyberdost https://t.co/7v1yWkwhhA"
1721,S H A H I D. QDK,Qatar 🇶🇦 ,Mon Dec 02 18:32:04 +0000 2024,1201,"Dayal's greatest achievement is taking dhoni's wicket and RCBs greatest achievement is stopping CSK from qualifying, tells a lot about the state of the franchisee. No different than Bangladesh in intl cricket. Clowns 🤡"
1722,CHE RAMSAMY,under the radar,Wed Dec 04 07:58:05 +0000 2024,20,"Yr 2019: If someone came to me &amp; said that this newbie Ruturaj Gaikwad will be leading this #CSK in future.. I would've laughed at them.

Cut..

 Yr 2025 : #RuturajGaikwad captaining Msd with jaddu, Ash, Sam reunion 🥵 https://t.co/bhRVKocaqm"
1723,Prakash,Tamil Nadu,Wed Dec 04 13:13:05 +0000 2024,18,Dr. King Moeen Ali Joined CSK 😎 https://t.co/PyvUqo2BCc
1724,CERT-In,"New Delhi, India",Wed Dec 04 14:38:55 +0000 2024,10,"CERT-In is observing 'Cyber Jaagrookta Diwas'on 04 December 2024 to create awareness and sensitize Internet users on safeguarding against cyber frauds and cyber crimes #CyberJagrooktaDiwas #CJD #IndianCERT #CyberSwachhtaKendra #CSK
@GoI_MeitY @_DigitalIndia @Cyberdost #cyberdost https://t.co/ch5Hw9cDKr"
1725,archith,,Mon Dec 02 17:09:46 +0000 2024,7,The CSK scouting radar is very underrated of late especially. https://t.co/jwyFQLFwRU
1726,Rohit,NCR,Tue Dec 03 17:10:26 +0000 2024,9,"CSK will finish 7th in the upcoming IPL Season..

Conway : Out of Form
Ruturaj : Out of Form
Triphati : Afridi level player
Dube : Inconsistent 
Jadeja : Tuk Tuk Player
Ashwin : Hehe
Dhoni : lol"
1727,Rutu's CSK,,Tue Dec 03 18:08:05 +0000 2024,3,@venom01985379 3 days not using the X app 😭
1728,RAJASTHANI MAN,,Tue Dec 03 04:46:00 +0000 2024,7,"MS Dhoni just Enjoying his life after winning 3 ICC and 5 IPL Trophies! 🗿

His dance move is amazing 😍 
Thala for a reason 🔥 
#MSDhoni #CSK

https://t.co/iLUVdXDtFe"
1729,అᶜˢᵏ,United States,Tue Dec 03 16:05:16 +0000 2024,88,"Hellooo girlieee.. ❤️😘 @TouqeerSumbul 

#SumbulTouqeerKhan https://t.co/aVvY1vY3ON"
1730,Rutu's CSK,,Wed Dec 04 17:42:44 +0000 2024,2,"@utdsummer I will never be poor in the future, I will change the script of my life"
1731,Rutu's CSK,,Wed Dec 04 03:40:03 +0000 2024,2,@ItsAkashTweets I'm expecting some big I can't tell that
1732,✨,Satoshi’s Basement ,Wed Dec 04 18:37:22 +0000 2024,2,@Trader_CSK They are they already said they were…
1733,అᶜˢᵏ,United States,Wed Dec 04 17:58:53 +0000 2024,26,"Hot! Not just the coffee.. 🔥🔥

#WahajAli #SunnMereDil https://t.co/PvwTmXSrw5"
1734,Junaid Khan,,Thu Nov 14 17:40:01 +0000 2024,1133,"Just 9 Days Remaining For IPL Mega Auctions 2025 💛 

CSK Bought Ex-MI Batter Ambati Rayudu in Mega Auctions 2018 for Just 2.2 Crores and He Scored 602 Runs For CSK and Made His International Comeback . 

⭐️ Which Ex-MI Batter Can CSK Target Again in Upcoming Mega Auctions 2025 https://t.co/ClNkYV8NOl"
1735,Rutu's CSK,,Wed Dec 04 11:10:25 +0000 2024,3,"@unkonfined I traded bruh , trade buy market right ? Two back I bought 49 dogecoin"
1736,Mufaddal Vohra,India,Tue Nov 12 16:58:00 +0000 2024,23104,"KL Rahul said, ""the dressing room of CSK and GT always remains calm, whether they win or lose"". (Star Sports). https://t.co/5j3PAJS9R6"
1737,CSK,United Kingdom,Mon Dec 02 21:56:19 +0000 2024,6,Cyber Monday sales are still on. Limited time remaining. 50%+ discounts on what you'll pay by Christmas
1738,అᶜˢᵏ,United States,Wed Dec 04 15:58:07 +0000 2024,74,"Long hair looked amazing on her .. 😍

#SumbulTouqeerKhan https://t.co/SO19Mzf25f"
1739,janasena csk,,Wed Dec 04 15:17:16 +0000 2024,2,More 44 mins for premiers to start hope 4 fans will fill 4 seats in every theatre😀
1740,CSK Love ❤️,,Mon Dec 02 17:05:56 +0000 2024,10,Unreal owning of Chokebd Dogvilliers 😭😭😭😭 !! https://t.co/y5Tfl8CczM
1741,Pujara’s Kiki,India,Tue Dec 03 12:52:17 +0000 2024,10,"Comment your favourite CSK fan account below, I would like to connect and follow 🙌🏻"
1742,Pratyush Halder,EARTH 🌎,Tue Dec 03 05:26:34 +0000 2024,21,"𝐂𝐡𝐨𝐨𝐬𝐞 "" 𝐓𝐡𝐞 𝐆𝐫𝐞𝐚𝐭𝐞𝐬𝐭 ""𝐎𝐩𝐞𝐧𝐢𝐧𝐠 𝐃𝐮𝐨 𝐨𝐟 𝐂𝐒𝐊..!! 💛 @ChennaiIPL

#CSK #WhistlePodu #IPL2025 https://t.co/Nbfz2vvsyK"
1743,Manobala Vijayabalan,,Wed Sep 11 05:51:27 +0000 2024,8730,"#Goat

Andhra Pradesh - WASHOUT
Telangana - WASHOUT
Kerala - WASHOUT
Karnataka - WASHOUT
North - WASHOUT

One and only reason - #CSK."
1744,Rutu's CSK,,Tue Dec 03 07:58:47 +0000 2024,2,@invincible39 I don't know about but It will worth I think bcz of engagement rate.
1745,MSDian™,,Wed Dec 04 10:06:52 +0000 2024,2709,"Etihad Airways logo likey to be on the front side of CSK jersey from 2025 IPL 🦁💛

#WhistlePodu #IPL #CSK @MSDhoni https://t.co/SmzibGP8Vp"
1746,𝐊𝐨𝐡𝐥𝐢𝐧𝐚𝐭!𝟎𝐧_👑🚩,भारत🇮🇳,Wed May 22 18:07:21 +0000 2024,5619,Don't worry @rajasthanroyals. We are not like CSK fans who will abuse you or your players just because we lost a cricket game. We accept the loss gracefully. We are not sore losers who will cry day and night finding a 1000 reasons to degrade and abuse the better opposition on any
1747,𝓴𝓪𝓹𝓲£ -T1🪄,Twinjet Nebula,Wed Dec 04 13:45:14 +0000 2024,8,"Still same 💛
#CSK https://t.co/YoMK6x4s47"
1748,IPLnCricket: Everything about Cricket,India,Tue Dec 03 06:36:07 +0000 2024,25,"🚨 ENGLISH PLAYERS IN IPL 2025! 🏴󠁧󠁢󠁥󠁮󠁧󠁿

Top buys:
• Buttler ➡️ GT (15.75 CR)
• Archer ➡️ RR (12.50 CR)
• Salt ➡️ RCB (11.75 CR)
• Livingstone ➡️ RCB (8.75 CR)
• Brook ➡️ DC (6.25 CR)

Value picks:
• Curran ➡️ CSK (2.40 CR)
• Mo Ali ➡️ KKR (2.00 CR)
• Topley ➡️ MI (75L) https://t.co/NtrmWN9E6u"
1749,Sumanth7,,Wed Dec 04 17:05:02 +0000 2024,2,@csk_janasena Account deactivated 😭 https://t.co/hgPAUJN61L
1750,Rutu's CSK,,Mon Dec 02 16:57:19 +0000 2024,54,One side Love or Double side ❤️ guys ?
1751,Mufaddal Vohra,India,Sun Oct 20 07:23:35 +0000 2024,12488,"Rachin Ravindra said, ""really grateful for CSK. I had a quality time in Chennai, I practiced on different types of wickets which helped me a lot"". https://t.co/rADiZSlL0s"
1752,Rutu's CSK,,Wed Dec 04 12:39:02 +0000 2024,3,"@91_79Wankhede_ Now on I reply to genuine user only , thanks bruh"
1753,Rutu's CSK,,Wed Dec 04 11:04:42 +0000 2024,2,@Ab_Kichcha Naruto 100%  Overrated by fans
1754,Rutu's CSK,,Tue Dec 03 14:17:06 +0000 2024,2,"@JASS1000001 I never done everything, but my phone in always silent"
1755,King of Coffee ☕️ (Hurry Up Tomorrow Era),,Tue Dec 03 19:14:26 +0000 2024,2,"CSK 2023 after CSK 2022

CSK 2025 after CSK 2024 loading⌛️"
1756,Rutu's CSK,,Wed Dec 04 05:29:39 +0000 2024,2,@Rajeshtweets24 Ashish Nehra just want a fame by using Bumrah name
1757,Rutu's CSK,,Tue Dec 03 05:25:42 +0000 2024,3,@venom01985379 I never talk about my real crush with anyone.
1758,Circle of Cricket,,Wed Dec 04 08:40:44 +0000 2024,13,#HarbhajanSingh reveals he hasn't talked to #MSDhoni since 10 years - apart from his time at #CSK which was limited to the field. https://t.co/QYMWyzlQAL
1759,DIPTI MSDIAN,bhubaneswar 🇮🇳,Wed Dec 04 16:23:17 +0000 2024,503,Only OG CSK fans remember them!!🥹💛 https://t.co/V7X1HNlatN
1760,Deepan,,Tue Dec 03 11:02:48 +0000 2024,3,"One Batter from each team you're excited to see them play :

CSK - Ruturaj
MI - Jacks
KKR - Rinku
SRH - Klassen
RR - Jurel
GT - Shahrukh
RCB - Bethell
DC - Stubbs
PBKS - Shashank
LSG - Pooran"
1761,𝐏𝐫𝐚𝐬𝐚𝐭𝐡 𝐒𝐢𝐯𝐚 𝕏,India,Wed Dec 04 03:27:14 +0000 2024,7,@ChennaiIPL CSK fans to MI fans: https://t.co/dRb6ahWZFs
1762,Troll Dhoni Haters⁷,,Tue Dec 03 13:58:46 +0000 2024,274,Like this tweet if you think CSK bus driver is more relevant than pill mdc. https://t.co/I27nebEhJ8
1763,Rutu's CSK,,Tue Dec 03 09:26:05 +0000 2024,2,@justumarh At 4 age I think or maybe 3.5 age start schooling
1764,Rutu's CSK,,Wed Dec 04 13:13:05 +0000 2024,2,@Called_Junaid Hair and home everyone wants to grow
1765,Hadi Fi,Shadow,Tue Dec 03 22:51:06 +0000 2024,6,"@Trader_CSK Also don’t forget “Don’t you know, SOL is inflationary.”"
1766,Rutu's CSK,,Tue Dec 03 06:11:34 +0000 2024,2,"@Rckarun Feeling sad for them, twins twist 😂"
1767,`,,Tue Dec 03 12:45:17 +0000 2024,8,Csk would have been 6 time champions
1768,Rutu's CSK,,Tue Dec 03 17:47:31 +0000 2024,2,@Thefake90sKID It's Christmas happy bruh
1769,Rutu's CSK,,Wed Dec 04 10:49:31 +0000 2024,2,"@billabilli1234 Dexter action scenes are good in this movie and great story  , connect 🤝"
1770,Mayur Dhumal,,Wed Dec 04 08:04:33 +0000 2024,9,"Seeing Rutu's recent form, I am now more worried about CSK's opening than the middle order.🥲🙂"
1771,Rutu's CSK,,Wed Dec 04 16:36:34 +0000 2024,2,@akshathchintu You want to prove them
1772,Rutu's CSK,,Wed Dec 04 06:52:17 +0000 2024,2,@91_79Wankhede_ I think India can win bcz of a good team
1773,Rutu's CSK,,Tue Dec 03 14:07:38 +0000 2024,3,@kodstrangeer Thank you for adding me in your list 🙏🏻
1774,𝐂𝐒𝐊 𝐍𝐀𝐓𝐈𝐎𝐍,,Wed Dec 04 16:08:03 +0000 2024,20,"Best wishes to ICON STAR ALLU ARJUN for Pushpa: The Rule. It will be a massive blockbuster..!!

Wishes on the behalf of Dhoni/CSK fans! #Pushpa2 @PushpaMovie @alluarjun @ChennaiIPL @msdhoni https://t.co/fNRkeCJB6R"
1775,edwin_91003,"Kulasekaram, India",Tue Dec 03 18:05:06 +0000 2024,2,Only OG CSK fans remember them 🥺🤧 @ChennaiIPL https://t.co/Y6Y4Dph4lp
1776,MSDian™,,Tue Dec 03 07:26:37 +0000 2024,5282,"Don Shivam Dube is back 💥

#WhistlePodu #IPL #CSK @MSDhoni https://t.co/GufjMFPfFo"
1777,Pratik,"Mumbai,India",Tue Dec 03 12:57:09 +0000 2024,22,Greatest player to wear keeping gloves after Thala🔥 https://t.co/Dgyp7GzlUw
1778,𝙏𝙖𝙣𝙢𝙤𝙮𝙈𝙨𝙙𝙞𝙖𝙣⁷,,Tue Dec 03 17:21:06 +0000 2024,1610,Only OG CSK fans remember them 🥺🤧 https://t.co/r6Dme3gZJE
1779,Rutu's CSK,,Tue Dec 03 12:05:23 +0000 2024,3,"@scott__122 Avoid toxic people, it will save you from a lot"
1780,Rutu's CSK,,Tue Dec 03 17:50:07 +0000 2024,3,@FellaFam W song W edit it's a W
1781,Pujara’s Kiki,India,Tue Dec 03 14:55:26 +0000 2024,499,"Rahul Tripathi looks like a kid who got his favourite toy after a year long wait !! This is what CSK does to a player, Look at his happiness and excitement ! 🥹💛

You can have 5 trophies , buy big match players and provide world class facilities and amenities, but this? this https://t.co/WrXwYOBmLV"
1782,Vibhor,Strawberry farm,Tue Dec 03 14:38:53 +0000 2024,22,"Egg on the jersey, egg on the scorecard.

Prithvi Shaw’s poor form continues https://t.co/xE45x2Lp5c"
1783,Rutu's CSK,,Tue Dec 03 09:57:12 +0000 2024,2,@CEOofUzumaki Pineapple on Pizza what that mean ?
1784,Aditya Soni,,Tue Dec 03 11:59:08 +0000 2024,3,Shreyas Gopal in just 30L is great pick by CSK still remember his hat-trick Against RCB in 2019 i think this year will be a comeback year for him OG RR fans knows how good he was for us https://t.co/eXuZXnP7OV
1785,Yash,,Tue Dec 03 12:59:05 +0000 2024,2016,One bad over in his first game in years and people started doubting Mukesh Choudhary's qualities 😂 https://t.co/HfTQqNsh5p
1786,𝐀𝐚𝐫𝐚𝐯𝐌𝐒𝐃𝐢𝐚𝐧™,,Wed Dec 04 15:10:51 +0000 2024,26,"No CSK fan should have less than 1k followers on Twitter (X). Steps are simple.

• Follow me first (mandatory)
• Retweet this tweet  
• Reply ""Yellove💛"" Below  
• Follow each other in the comments

Let’s support each other and grow!! https://t.co/yAvEzNEHmv"
1787,Rutu's CSK,,Wed Dec 04 04:10:26 +0000 2024,3,"@Junoweb_3 Very good progress, I'm have 1.6 k verified followers"
1788,MSDian™,,Wed Dec 04 05:38:49 +0000 2024,3607,"Harbhajan Singh : 

Dhoni doesn't talk to me. I haven't been in touch with him for over 10 years. I don't know the reasons. When we were playing together in the IPL at CSK, that's when we used to talk, but it was always limited to the ground. 😂

#WhistlePodu #IPL #CSK @MSDhoni https://t.co/bePJIDdLwH"
1789,Cricbuzz,,Wed Dec 04 08:30:00 +0000 2024,32,"#SamCurran returns to #CSK for ₹2.40 cr🔥

Is this a steal of a deal❓

@bhogleharsha &amp; @joybhattacharj discuss, on #CricbuzzLive 

#IPL2025 #IPLAuction https://t.co/1GPxyjvoWe"
1790,Nicky,"Tamil Nadu, India",Tue Dec 03 09:57:35 +0000 2024,1786,"You can pick only three of these fast bowlers in CSK's playing 12

Who would you pick? https://t.co/lmXgnBd36L"
1791,none,chennai,Wed Dec 04 04:09:41 +0000 2024,8,@crikipidea @ashwinravi99 @prasannalara CSK ku Good bad ugly vs Vidamuyarchi 🤣🤣.
1792,Rutu's CSK,,Mon Dec 02 17:39:19 +0000 2024,2,@TrendsRockers Process is the step forward to success
1793,Saravanan Hari 💛🦁🏏  ‏,,Mon Dec 02 15:20:15 +0000 2024,959,"Virat Kohli Signs Autograph for a CSK Fan ! 💛

#ViratKohli #WhistlePodu #CSK #IPL2025 https://t.co/0fHeuKPB0m"
1794,janasena csk,,Tue Dec 03 18:56:50 +0000 2024,1,2.Vizag(3 shows sold out) https://t.co/tPZ4UYZwMV
1795,janasena csk,,Tue Dec 03 02:50:01 +0000 2024,11,@saivinay07 School kids only sat sun veltaru anta🥲 https://t.co/TYoBrv4lSa
1796,Rajesh Tweets,,Wed Dec 04 07:13:55 +0000 2024,6,"@mufaddal_vohra Which team is More stronger in this IPL

CSK 💛 
Mi 💙
RCB ❤️

Reply with heart"
1797,🅲🆂🅺,1/1 ART ⇨,Tue Dec 03 12:11:06 +0000 2024,7,"This is a must read...

Maje just reminded us all what the true Christmas spirit is all about 🤍"
1798,Pujara’s Kiki,India,Tue Dec 03 07:58:34 +0000 2024,13,"There are two kinds of success you can get. One is get the best people possible from A to B which I feel MI had or have the best environment possible for you to win which has been a CSK type where no matter who players are, they find comfort there and best out of them.""  ~ Hardik https://t.co/rDoVbMJzkW"
1799,Rutu's CSK,,Tue Dec 03 10:14:11 +0000 2024,2,"@kballew I never heard this new options,.x changed this ? Thanks bruh"
1800,Rutu's CSK,,Wed Dec 04 07:40:24 +0000 2024,2,@SoulOfKhaleja 20 min back I booked the tickets for pushpa 2 🔥
1801,Cheems Bond 𝕏 (Parody),"Brisbane, Queensland",Wed Dec 04 06:30:52 +0000 2024,3,@91_79Wankhede_ Watch CSK vs RCB 18th may highlights
1802,Rutu's CSK,,Tue Dec 03 03:58:07 +0000 2024,2,"@Olufemi_Will I quit gambling,what about trading?"
1803,CSK,United Kingdom,Tue Dec 03 21:55:18 +0000 2024,138,"The history of a $SOL sideliner

Price - $8
Hahaha this thing is going to zero

Price - $26
Back to single digits soon, don't get too excited, several unlocks in the pipeline

Price - $50
RSI overbought, nuke it, never hitting triple digits ever again

Price - $100
Network always"
1804,dxb 🧸,DEL,Wed Dec 04 06:48:42 +0000 2024,5,etihad airways has a whole plane painted in CSK livery wow https://t.co/xNDQkbhNnc
1805,Muthu Bala Guru ❤️ᴹᵁᶠᶜ💛ᶜˢᵏ,Tamil Nadu ,Tue Dec 03 18:40:42 +0000 2024,3,Take this waste luggage out of united this summer!! #MUFC https://t.co/XGxsUg0cD3
1806,Rutu's CSK,,Tue Dec 03 09:40:19 +0000 2024,2,@Ashwin3_3 I love ellu urundai my favourite one
1807,💛 TIME TO LEAD ❤️ 🤫,,Wed Dec 04 04:23:45 +0000 2024,13,😍 #32YearsOfVijayism 😇Cute Version 💛💥❤️ https://t.co/lzJq4IvYE1
1808,Rutu's CSK,,Tue Dec 03 10:11:34 +0000 2024,2,@Donjuliozz Hunter satire mean ?
1809,Rutu's CSK,,Wed Dec 04 10:45:32 +0000 2024,2,@Rathore3Saab I'm always kind to everyone but some guys hurting
1810,Rutu's CSK,,Tue Dec 03 05:53:27 +0000 2024,4,"@JASS1000001 I just want the same as you , family , friends, and lover, relatives."
1811,Amanullah Ansari,,Tue Dec 03 06:35:20 +0000 2024,5,@HustlerCSK Who is he ( I'm not CSK fan)
1812,Rutu's CSK,,Tue Dec 03 04:56:23 +0000 2024,2,@ABOOTHTVK Yeah anger is for others victory
1813,Hustler,"🇦🇷,🇦🇺",Mon Dec 02 13:54:18 +0000 2024,956,The elevation &amp; the hype in this clip!🦁💛 https://t.co/3LA3XElXhh
1814,csk,,Tue Dec 03 12:16:23 +0000 2024,26,"@kattappa_12 we are from Tamilnadu and we don't want ""Lotus"" on position."
1815,Penicillin,,Tue Dec 03 11:28:44 +0000 2024,3,@Shuvlendu @academy_dinda What about last year RCB vs CSK match?? Still taunting 🤣 https://t.co/r1Tm3f5Tfx
1816,EchoMystic,,Tue Dec 03 12:26:41 +0000 2024,4,"@Cricketracker a fairy tale comeback by 'Daddies Army' 💛
#CSK https://t.co/cYKQwy5N7l"
1817,Soubhagya Chatterjee,"Serampore,West Bengal,India",Tue Dec 03 15:35:41 +0000 2024,1,@TravisbickleCSK CSK already has Vansh Bedi no? He has lot of potential
1818,Parth Patil,,Tue Dec 03 07:41:12 +0000 2024,4,"@mufaddal_vohra MI &amp; CSK batters cooked RCB Bowler😂
We have seen this before 😁"
1819,janasena csk,,Wed Dec 04 04:19:02 +0000 2024,4,@Syera_02 Full pic petu bro🤣🤣
1820,Cricbuzz,,Tue Dec 03 05:01:02 +0000 2024,4,"@ChennaiIPL https://t.co/t6Z6eRMOK8

CSK's 2018 season 💛"
1821,Cricbuzz,,Tue Dec 03 11:50:02 +0000 2024,5,@CricCrazyJohns CSK will play with 4 spinners at Chepauk
1822,papa bol,,Tue Dec 03 10:04:30 +0000 2024,3,@SachinPandeyATD @jod_insane So what do u think ?? There were domestic players in csk team ??
1823,Honest Dhoni Fan💛💛,Chennai,Mon Dec 02 17:43:06 +0000 2024,14,@PhoenixRudolphh Unreal owning 👏🏻
1824,Rutu's CSK,,Wed Dec 04 03:39:26 +0000 2024,2,"@ksathishsh Cry and smile meet at emotional scenes and comedy scene , have a good day bruh"
1825,Sanjay_Sahuu 🦅,,Tue Dec 03 11:58:54 +0000 2024,2,@csk_janasena Villa vintage antha anthe 😂
1826,kulcha bhai,India,Tue Dec 03 11:47:54 +0000 2024,5,"@SergioCSKK Broo did you watch ayush mhatre batting, CSK missed a trick by not buying him in the auction."
1827,Mufaddal Vohra,India,Tue Dec 03 17:11:39 +0000 2024,1823,"SHREYAS GOPAL'S HAT-TRICK IN SMAT. 

- He's part of CSK in IPL 2025. 👏
https://t.co/e8hKleP0T9"
1828,Rutu's CSK,,Wed Dec 04 05:28:40 +0000 2024,2,"@Finderfound Waiting for the version , coming out soon?"
1829,Rajesh Tweets,,Tue Dec 03 07:30:52 +0000 2024,3,@CricCrazyJohns CSK fans to CSK players https://t.co/9R7WEZPdP3
1830,𝐋𝐨𝐫𝐝𝐌𝐒𝐃𝐢𝐚𝐧™,🖐🏻🏆💛,Tue Dec 03 13:55:16 +0000 2024,3,"Buying him back would have been a bigger regret, yeah it will take some time to move on for sure 👍🏻"
1831,Being Human 💫,"Andhra Pradesh, India",Tue Dec 03 14:40:50 +0000 2024,3,@Koxassassin Hopefully he will comeback like Rahane in csk last year.
1832,Rutu's CSK,,Tue Dec 03 14:22:37 +0000 2024,2,"@troy_mille Yeah that's true when wounds 😂,. Watch KGF Chapter 1,2"
1833,A,,Tue Dec 03 15:37:35 +0000 2024,11,@sillakimovies Shift delete all https://t.co/7hSb9hfqxW
1834,CSK,United Kingdom,Mon Dec 02 23:31:48 +0000 2024,10,"$IOTX
Perfect weekly pivot reclaim. Target remains at the local highs https://t.co/mfhwYGiLAw"
1835,janasena csk,,Tue Dec 03 14:24:19 +0000 2024,30,GOOD NIGHT GUYS🥱 https://t.co/0Xe01ODaVU
1836,MSDian™,,Mon Dec 02 11:45:10 +0000 2024,4785,"CSK raised the price of Deepak Chahar and later picked four players with that amount. 

Anshul Kamboj 
Deepak Hooda
Nathan Ellis
Gurjapneet Singh

#WhistlePodu #IPL #CSK #IPL2025 https://t.co/bWHZuUJWgw"
1837,Cricket Lover 🇮🇳💛,"Kolkata, India  ",Tue Dec 03 14:12:24 +0000 2024,9,"@hrathod__ Fully agree, CSK upar se first &amp; PBKS niche se first 🥇"
1838,Rutu's CSK,,Tue Dec 03 12:45:50 +0000 2024,3,"@chuksdoyo Forgive all , don't go for revenge"
1839,Cricket Saga,,Tue Dec 03 12:08:49 +0000 2024,3,"CSK EFFECT ON SHREYAS GOPAL IN SMAT 

Full video - https://t.co/pJZsVRTHg5

#shivamdube #CSK #shreyasgopal #hattrick #chennaisuperkings #ruturajgaikwad #MSDhoni https://t.co/SRaiZOO0ri"
1840,aarav,,Tue Dec 03 12:05:41 +0000 2024,227,@cheeku_nation Meanwhile patlidar at csk vs pacer🤡 https://t.co/F33UU0KI9s
1841,Y P,Knowhere,Tue Dec 03 16:20:15 +0000 2024,2,Crazy form. Another CSK recruit right?
1842,Rutu's CSK,,Tue Dec 03 16:38:04 +0000 2024,2,@CFC_Slyy Yeah it's crazy right bruh
1843,Pratyush Halder,EARTH 🌎,Tue Dec 03 17:45:45 +0000 2024,39,@RVCJ_FB CSK SUPREMACY...🦁 https://t.co/XyA6U23Qkz
1844,Rutu's CSK,,Tue Dec 03 06:20:56 +0000 2024,2,@ABOOTHTVK There is no time travel 😭
1845,"BLACK SINGH (PBKS,TN ) 🔥❤️","Chennai, Punjab ",Tue Dec 03 18:14:34 +0000 2024,393,@crikipidea @prasannalara Csk thumbnail pls 🏃🏃🏃🏃🏃 https://t.co/9CbS8l1IqU
1846,MSDian™,,Tue Dec 03 13:22:17 +0000 2024,1008,"Opening spell by Mukesh Choudhary 

W,0,0,00,W 💥

Wicket Maiden Over in Powerplay

#WhistlePodu #IPL #CSK @MSDhoni https://t.co/T0G7H2jlxQ"
1847,Rutu's CSK,,Tue Dec 03 07:16:35 +0000 2024,2,@notdbadguy Heard your post heard out
